"","species","subspecies","scientificName","acceptedName","kingdom","phylum","class","order","family","genus","lifeForm","habitat","states","countryCode","origin","taxonomicStatus","nomenclaturalStatus","vernacularName","taxonRank","id"
"25839","Adenomera marmorata",NA,"Adenomera marmorata Steindachner, 1867",NA,"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Adenomera","free_living_individual","terrestrial","MG;RJ;SP","BR","native","accepted",NA,NA,"species",32445
"25847","Amphisbaena talisiae",NA,"Amphisbaena talisiae Vanzolini, 1995",NA,"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","free_living_individual","fossorial","DF;GO;MG;MT;TO","BR","native","accepted",NA,NA,"species",32455
"25879","Hylaeamys seuanezi",NA,"Hylaeamys seuanezi (Weksler, Geise & Cerqueira, 1999)",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Hylaeamys","free_living_individual","terrestrial","BA;ES;MG;RJ","BR","native","accepted",NA,"Rato-da-mata-de-Seuanez","species",32494
"25923","Guerlinguetus brasiliensis",NA,"Guerlinguetus brasiliensis (Gmelin, 1788)",NA,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Guerlinguetus","herbivore;free_living_individual","arboreal;terrestrial","BA;ES;MG;PA;PR;RJ;RS;SC;SP","AR;BR","native","accepted",NA,"Caxinguele, serelepe, esquilo","species",32542
"25946","Didelphis marsupialis",NA,"Didelphis marsupialis Linnaeus, 1758",NA,"Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","free_living_individual","arboreal;terrestrial","AC;AM;AP;MA;MT;PA;RO;RR;TO","BO;BR;BZ;CO;CR;EC;GF;GT;GY;HN;MX;NI;PA;PE;SR;SV;VE","native","accepted",NA,"gamba-de-orelha-preta, sarue, mucura, Northern Black-eared Opossum","species",32569
"25962","Trachemys dorbigni",NA,"Trachemys dorbigni (Duméril & Bibron, 1835)",NA,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Trachemys","herbivore;predator;free_living_individual","freshwater;terrestrial","RS;SC","AR;BR;UY","native","accepted",NA,"Tigre d'agua, Tartaruga Imperial, Tartaruga-Japonesa, Tartaruga-Verde, Tortruga Pintada, Morrocoyo, D'Orbigny's Slider","species",32588
"26130","Platyrrhinus incarum",NA,"Platyrrhinus incarum (Thomas, 1912)",NA,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Platyrrhinus",NA,NA,"AC;AM;AP;GO;MG;MS;MT;PA;RO;SP;TO","BO;BR;CO;EC;GF;GY;PE;SR","native","accepted",NA,NA,"species",32794
"26240","Cuniculus paca",NA,"Cuniculus paca (Linnaeus, 1766)",NA,"Animalia","Chordata","Mammalia","Rodentia","Cuniculidae","Cuniculus","herbivore;free_living_individual","terrestrial","AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RO;RR;RS;SC;SE;SP;TO","AR;BO;BR;BZ;CO;CR;EC;GF;GT;GY;HN;MX;PA;PE;PY;SR;SV;TT;UY;VE","native","accepted",NA,"Paca","species",32925
"26255","Aplastodiscus eugenioi",NA,"Aplastodiscus eugenioi (Carvalho-e-Silva & Carvalho e Silva, 2005)",NA,"Animalia","Chordata","Amphibia","Anura","Hylidae","Aplastodiscus","free_living_individual","terrestrial","RJ;SP","BR","native","accepted",NA,NA,"species",32945
"26384","Callithrix penicillata",NA,"Callithrix penicillata (Geoffroy, 1812)",NA,"Animalia","Chordata","Mammalia","Primates","Cebidae","Callithrix","free_living_individual","terrestrial","BA;DF;GO;MA;MG;PI;SP;TO","BR","native","accepted",NA,"Mico-estrela, Sagui-de-tufos-pretos, Black-tufted marmoset, Black-penciled marmoset, Black-tufted-ear marmoset, Ouistiti a pinceaux noirs, Titi de pincel negro","species",33105
"26466","Aplastodiscus weygoldti",NA,"Aplastodiscus weygoldti (Cruz & Peixoto, 1987)",NA,"Animalia","Chordata","Amphibia","Anura","Hylidae","Aplastodiscus","free_living_individual","terrestrial","ES;MG","BR","native","accepted",NA,NA,"species",33209
"26544","Galictis cuja",NA,"Galictis cuja (Molina, 1782)",NA,"Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Galictis","free_living_individual","terrestrial","AL;BA;CE;DF;ES;GO;MG;PB;PE;PR;RJ;RS;SC;SE;SP","AR;BO;BR;CL;PE;PY;UY","native","accepted",NA,"Furao pequeno, Lesser grison","species",33303
"26650","Leposternon polystegum",NA,"Leposternon polystegum (Duméril, 1851)",NA,"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Leposternon","free_living_individual","fossorial","AL;BA;CE;GO;MA;PA;PB;PE;PI;RN;SE;TO","BR","native","accepted",NA,"Cobra-de-duas-cabecas, cobra-cega","species",33440
"26943","Amphisbaena arenaria",NA,"Amphisbaena arenaria Vanzolini, 1991",NA,"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","free_living_individual","fossorial","BA;SE","BR","native","accepted",NA,"Cobra-de-duas-cabecas, cobra-cega","species",33798
"27045","Amphisbaena vermicularis",NA,"Amphisbaena vermicularis Wagler, 1824",NA,"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","free_living_individual","fossorial","AL;BA;CE;DF;GO;MA;MG;MS;MT;PA;PB;PE;PI;RN;SE;TO","BO;BR","native","accepted",NA,"Cobra-de-duas-cabecas, cobra-cega","species",33924
"27127","Leopardus pardalis",NA,"Leopardus pardalis (Linnaeus, 1758)",NA,"Animalia","Chordata","Mammalia","Carnivora","Felidae","Leopardus","free_living_individual","terrestrial","AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO","AR;BO;BR;BZ;CO;CR;EC;GF;GT;GY;HN;MX;NI;PA;PE;PY;SR;SV;TT;US;UY;VE","native","accepted",NA,"Ocelot, Ocelote, Gato Onza, Maracaja-acu, Jaguatirica","species",34033
"27539","Tupinambis quadrilineatus",NA,"Tupinambis quadrilineatus Manzani & Abe, 1997",NA,"Animalia","Chordata","Reptilia","Squamata","Teiidae","Tupinambis","free_living_individual","terrestrial","BA;DF;GO;MA;MG;MT;PA;PI;TO","BR","native","accepted",NA,NA,"species",34543
"27612","Apostolepis tertulianobeui",NA,"Apostolepis tertulianobeui Lema, 2004",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Apostolepis","free_living_individual","fossorial","MG","BR","native","accepted",NA,NA,"species",34633
"27630","Lioheterophis iheringii",NA,"Lioheterophis iheringii Amaral, 1935",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Lioheterophis","free_living_individual","terrestrial","BA;PB","BR","native","accepted",NA,NA,"species",34655
"27784","Guerlinguetus aestuans",NA,"Guerlinguetus aestuans (Linnaeus, 1766)",NA,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Guerlinguetus","herbivore;free_living_individual","arboreal;terrestrial","AM;AP;MT;PA;PE;RO","BR;CO;GF;GY;PE;SR;VE","native","accepted",NA,"Caxinguele, serelepe, esquilo","species",34845
"27900","Gastrotheca fissipes",NA,"Gastrotheca fissipes (Boulenger, 1888)",NA,"Animalia","Chordata","Amphibia","Anura","Hemiphractidae","Gastrotheca","free_living_individual","terrestrial","AL;PE","BR","native","accepted",NA,NA,"species",34986
"28044","Leopardus tigrinus",NA,"Leopardus tigrinus (Schreber, 1775)",NA,"Animalia","Chordata","Mammalia","Carnivora","Felidae","Leopardus","free_living_individual","terrestrial","AC;AL;AM;AP;BA;CE;GO;MA;MG;MT;PA;PB;PE;PI;RN;RO;RR;SE;TO","BR;CO;CR;EC;GF;GY;PE;SR;VE","native","accepted",NA,"gato-do-mato-pequeno, gato-do-mato-pequeno-do-norte, Northern Oncilla, Northern Tigrillo, Little Spotted Cat, Northern Little Spotted Cat, Tigrillo, Gato Tigre, Tirica, maracaja-i","species",35163
"28119","Akodon reigi",NA,"Akodon reigi González, Langguth & Oliveira, 1998",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Akodon","free_living_individual","terrestrial","RS","BR;UY","native","accepted",NA,"Akodon-do-sul","species",35257
"28396","Cebus kaapori",NA,"Cebus kaapori Queiroz, 1992",NA,"Animalia","Chordata","Mammalia","Primates","Cebidae","Cebus","free_living_individual","terrestrial","MA;PA","BR","native","accepted",NA,"Caiarara","species",35589
"28437","Callicebus barbarabrownae",NA,"Callicebus (Callicebus) barbarabrownae Hershkovitz, 1990",NA,"Animalia","Chordata","Mammalia","Primates","Pitheciidae","Callicebus","free_living_individual","arboreal;terrestrial","BA;SE","BR","native","accepted",NA,NA,"species",35636
"28540","Rhipidomys tribei",NA,"Rhipidomys tribei Costa, Geise, Pereira & Costa, 2011",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Rhipidomys","herbivore;free_living_individual","arboreal;terrestrial","ES;MG","BR","native","accepted",NA,"Rato-da-arvore-de-Tribe","species",35758
"28658","Oxybelis aeneus",NA,"Oxybelis aeneus (Wagler, 1824)",NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Oxybelis","free_living_individual","terrestrial","AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MT;PA;PB;PE;PI;RJ;RN;RO;RR;SE;TO","BR","native","accepted",NA,NA,"species",35914
"28669","Bothrops neuwiedi",NA,"Bothrops neuwiedi Wagler, 1824",NA,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Bothrops","free_living_individual","terrestrial","BA;DF;ES;GO;MG;PR;RJ;RS;SC;SP","BR","native","accepted",NA,NA,"species",35931
"28960","Ctenomys minutus",NA,"Ctenomys minutus Nehring, 1887",NA,"Animalia","Chordata","Mammalia","Rodentia","Ctenomyidae","Ctenomys","herbivore;free_living_individual","fossorial;terrestrial","RS;SC","BR","native","accepted",NA,"Tuco- tuco","species",36300
"29045","Molossus rufus",NA,"Molossus rufus Geoffroy, 1805",NA,"Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossus",NA,NA,"AL;AP;ES;MA;PA;PE;PR;RJ;RS;SP","BR","native","accepted",NA,NA,"species",36400
"29080","Micrurus tricolor",NA,"Micrurus tricolor Hoge, 1956",NA,"Animalia","Chordata","Reptilia","Squamata","Elapidae","Micrurus","free_living_individual","terrestrial","MS","BR","native","accepted",NA,"Cobra-coral do Pantanal, Pantanal coralsnake","species",36437
"29149","Natalus macrourus",NA,"Natalus macrourus (P. Gervais, 1856)",NA,"Animalia","Chordata","Mammalia","Chiroptera","Natalidae","Natalus","free_living_individual","cavernicolous;terrestrial","BA;CE;DF;ES;GO;MG;MS;MT;PA;PB;PI;RN;SE;SP","BO;BR;PY","native","accepted",NA,NA,"species",36532
"29201","Leptodactylus syphax",NA,"Leptodactylus syphax Bokermann, 1969",NA,"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","free_living_individual","terrestrial","CE;DF;ES;GO;MA;MG;MS;MT;PB;PI;RN;SP;TO","BO;BR;PY","native","accepted",NA,NA,"species",36597
"29284","Platyrrhinus recifinus",NA,"Platyrrhinus recifinus (O. Thomas, 1901)",NA,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Platyrrhinus","herbivore;free_living_individual","terrestrial","BA;CE;ES;MG;PB;PE;PR;RJ;SE;SP","BR","native","accepted",NA,NA,"species",36694
"29298","Priodontes maximus",NA,"Priodontes maximus (Kerr, 1792)",NA,"Animalia","Chordata","Mammalia","Cingulata","Chlamyphoridae","Priodontes","free_living_individual","fossorial;terrestrial","AC;AM;AP;BA;DF;ES;GO;MA;MG;MS;MT;PA;PI;PR;RO;RR;TO","AR;BO;BR;EC;GF;GY;PE;PY;SR;VE","native","accepted",NA,"Tatu-canastra, Tatu-acu, Tatuacu","species",36708
"29315","Callithrix geoffroyi",NA,"Callithrix geoffroyi (Humboldt, 1812)",NA,"Animalia","Chordata","Mammalia","Primates","Cebidae","Callithrix","free_living_individual","terrestrial","ES;MG","BR","native","accepted",NA,"Sagui-de-cara-branca, White-headed marmoset, Geoffroy's tufted-ear marmoset, White-faced marmoset, Titi de cabeza blanca, Ouistiti de Geoffroy","species",36731
"29535","Amphisbaena miringoera",NA,"Amphisbaena miringoera Vanzolini, 1971",NA,"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena",NA,"fossorial","MT;PA;PI","BR","native","accepted",NA,NA,"species",36990
"29544","Didelphis aurita",NA,"Didelphis aurita (Wied-Neuwied, 1826)",NA,"Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","free_living_individual","arboreal;terrestrial","AL;BA;ES;GO;MG;MS;PE;PR;RJ;RS;SC;SE;SP","AR;BR;PY","native","accepted",NA,"gamba-de-orelha-preta, gamba, raposa, sarue, serig, Southern Black-eared Opossum","species",37004
"29546","Saccopteryx leptura",NA,"Saccopteryx leptura (Schreber, 1774)",NA,"Animalia","Chordata","Mammalia","Chiroptera","Emballonuridae","Saccopteryx","free_living_individual","terrestrial","AC;AL;AM;AP;BA;ES;GO;MG;MT;PA;PB;PE;RJ;RO;RR;SE;SP;TO","BR","native","accepted",NA,NA,"species",37007
"29745","Micrurus pyrrhocryptus",NA,"Micrurus pyrrhocryptus (Cope, 1862)",NA,"Animalia","Chordata","Reptilia","Squamata","Elapidae","Micrurus","free_living_individual","terrestrial","MS","BR","native","accepted",NA,"Southern coralsnake, Cobra-coral do Sul, Cobra-coral da Argentina, Argentinian coralsnake","species",37238
"29758","Trinomys moojeni",NA,"Trinomys moojeni (Pessôa, Oliveira & Reis, 1992)",NA,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Trinomys","herbivore;free_living_individual","terrestrial","MG","BR","native","accepted",NA,"Rato-de-espinho","species",37254
"29781","Gracilinanus microtarsus",NA,"Gracilinanus microtarsus (Wagner, 1842)",NA,"Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Gracilinanus","free_living_individual","arboreal;terrestrial","BA;ES;MG;PR;RJ;RS;SC;SP","AR;BR","native","accepted",NA,"cuica, catita, guaiquica, guachica, cuica-graciosa, Brazilian Gracile Opossum","species",37280
"29956","Necromys lasiurus",NA,"Necromys lasiurus (Lund, 1841)",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Necromys","free_living_individual","terrestrial","AL;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PE;PR;RJ;RS;SC;SE;SP;TO","AR;BR;PY","native","accepted",NA,"Pixuna","species",37507
"29988","Ctenomys flamarioni",NA,"Ctenomys flamarioni Travi, 1981",NA,"Animalia","Chordata","Mammalia","Rodentia","Ctenomyidae","Ctenomys","herbivore;free_living_individual","fossorial;terrestrial","RS;SC","BR;UY","native","accepted",NA,"Tuco-tuco-das-dunas","species",37550
"30047","Rhipidomys cariri",NA,"Rhipidomys cariri Tribe, 2005",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Rhipidomys","herbivore;free_living_individual","arboreal;terrestrial","BA;CE;PE","BR","native","accepted",NA,"Rato-da-arvore-do-Cariri","species",37632
"30079","Thylamys velutinus",NA,"Thylamys (Xerodelphys) velutinus (Wagner, 1842)",NA,"Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Thylamys","free_living_individual","arboreal;terrestrial","BA;DF;GO;MG;SP","BR","native","accepted",NA,"catita, Dwarf Fat-tailed Opossum","species",37669
"30386","Tayassu pecari",NA,"Tayassu pecari (Link, 1795)",NA,"Animalia","Chordata","Mammalia","Artiodactyla","Tayassuidae","Tayassu","free_living_individual","terrestrial","AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO","AR;BO;BR;BZ;CO;CR;EC;GF;GT;GY;HN;MX;NI;PA;PE;PY;SR;VE","native","accepted",NA,"porcao, queixada","species",38045
"30491","Helicops angulatus",NA,"Helicops angulatus (Linnaeus, 1758)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","free_living_individual","freshwater;terrestrial","AC;AL;AM;AP;BA;CE;DF;GO;MA;MS;MT;PA;PB;PE;PI;RN;RO;RR;SE;TO","BO;BR;CO;EC;GF;GY;PE;SR;VE","native","accepted",NA,"Cobra-d'agua","species",38174
"30543","Lonchophylla dekeyseri",NA,"Lonchophylla dekeyseri Taddei, Vizotto & Sazima, 1983",NA,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","herbivore;polynizer;free_living_individual","terrestrial","DF;GO;PI","BO;BR","native","accepted",NA,NA,"species",38246
"30579","Pithecopus nordestinus",NA,"Pithecopus nordestinus (Caramaschi, 2006)",NA,"Animalia","Chordata","Amphibia","Anura","Hylidae","Pithecopus",NA,"freshwater;arboreal;terrestrial","AL;BA;ES;MG;PB;PE;RN;SE","BR","native","accepted",NA,NA,"species",38286
"30582","Cynomops planirostris",NA,"Cynomops planirostris (Peters, 1865)",NA,"Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Cynomops",NA,NA,"AM;BA;ES;MG;MT;PA;PE;PR;SP","AR;BO;BR;CO;GF;GY;PE;PY;SR;VE","native","accepted",NA,NA,"species",38290
"30788","Bothrops otavioi",NA,"Bothrops otavioi Barbo, Grazziotin, Sazima, Martins & Sawaya, 2012",NA,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Bothrops","free_living_individual","terrestrial","SP","BR","native","accepted",NA,NA,"species",38527
"30844","Didelphis albiventris",NA,"Didelphis albiventris Lund, 1840",NA,"Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","free_living_individual","arboreal;terrestrial","AL;BA;CE;DF;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RN;RO;RS;SC;SE;SP;TO","AR;BO;BR;PY;UY","native","accepted",NA,"gamba-de-orelha-branca, gamba, raposa, sarue, seri, Brazilian White-Eared Opossum","species",38599
"30921","Callithrix jacchus",NA,"Callithrix jacchus (Linnaeus, 1758)",NA,"Animalia","Chordata","Mammalia","Primates","Cebidae","Callithrix","free_living_individual","terrestrial","AL;BA;CE;ES;MA;MG;PB;PE;PI;PR;RJ;RN;SC;SE;SP","BR","native","accepted",NA,"Sagui-de-tufos-brancos, Soim, Common marmoset, White-tufed-ear marmoset, Titi comun, Ouistiti a toupets blancs, Sagui","species",38697
"31181","Dracaena paraguayensis",NA,"Dracaena paraguayensis Amaral, 1950",NA,"Animalia","Chordata","Reptilia","Squamata","Teiidae","Dracaena","free_living_individual","freshwater;terrestrial","MS;MT","BO;BR;PY","native","accepted",NA,NA,"species",39016
"31269","Oxymycterus nasutus",NA,"Oxymycterus nasutus (Waterhouse, 1837)",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Oxymycterus","free_living_individual","terrestrial","PR;RS;SC","BR;UY","native","accepted",NA,"Darwin's Hocicudo, Long-nosed Hocicudo, Rato-focinhudo-do-sul","species",39125
"31287","Phyllomys thomasi",NA,"Phyllomys thomasi (Ihering, 1897)",NA,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Phyllomys","herbivore;free_living_individual","arboreal","SP","BR","native","accepted",NA,"Rato-da-arvore-Atlantico, Cururua","species",39145
"31300","Tupinambis palustris",NA,"Tupinambis palustris Manzani, Abe, 2002",NA,"Animalia","Chordata","Reptilia","Squamata","Teiidae","Tupinambis","free_living_individual","terrestrial","SP","BR","native","accepted",NA,NA,"species",39160
"31431","Phyllomys mantiqueirensis",NA,"Phyllomys mantiqueirensis Leite, 2003",NA,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Phyllomys","herbivore;free_living_individual","arboreal","MG","BR","native","accepted",NA,"Rato-da-arvore-Atlantico","species",39319
"31552","Trilepida brasiliensis",NA,"Trilepida brasiliensis (Laurent, 1949)",NA,"Animalia","Chordata","Reptilia","Squamata","Leptotyphlopidae","Trilepida","free_living_individual","fossorial","BA;CE;GO;MG;MS;MT;PB;PI;TO","BR","native","accepted",NA,"Cobra cega","species",39469
"31606","Helicops infrataeniatus",NA,"Helicops infrataeniatus (Jan, 1865)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","free_living_individual","freshwater;terrestrial","DF;GO;MG;MS;PR;RS;SC;SP","AR;BR;PY;UY","native","accepted",NA,"Cobra-d'agua","species",39544
"31640","Amphisbaena leucocephala",NA,"Amphisbaena leucocephala Peters, 1878",NA,"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","free_living_individual","fossorial","BA","BR","native","accepted",NA,"Cobra-de-duas-cabecas, cobra-cega","species",39585
"31720","Conepatus semistriatus",NA,"Conepatus semistriatus (Boddaert, 1785)",NA,"Animalia","Chordata","Mammalia","Carnivora","Mephitidae","Conepatus","free_living_individual","terrestrial","AL;BA;CE;DF;GO;MA;MG;MS;MT;PB;PE;PI;PR;RN;SE;SP;TO","BR;BZ;CO;CR;EC;HN;MX;NI;PA;PE;VE","native","accepted",NA,"Jaritataca, Tacaca, Ticaca, Cangamba, Striped Hog-nosed Skunk, Amazonian Hog-nosed Skunk, Mofeta, Zorro Hediondo","species",39687
"31742","Tolypeutes tricinctus",NA,"Tolypeutes tricinctus (Linnaeus, 1758)",NA,"Animalia","Chordata","Mammalia","Cingulata","Chlamyphoridae","Tolypeutes","free_living_individual","fossorial;terrestrial","AL;BA;CE;GO;MA;MG;PB;PE;PI;RN;SE;TO","BR","native","accepted",NA,"Tatu-bola, Tatu-bola-da-caatinga, Tatu-apara, Bola, Bolinha, Tranquinha, Tatu-bola-do-nordeste","species",39717
"31745","Molossus pretiosus",NA,"Molossus pretiosus Miller, 1902",NA,"Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossus",NA,NA,"MG;MS","BR","native","accepted",NA,NA,"species",39721
"31757","Aplastodiscus albosignatus",NA,"Aplastodiscus albosignatus (Lutz & Lutz, 1938)",NA,"Animalia","Chordata","Amphibia","Anura","Hylidae","Aplastodiscus","free_living_individual","terrestrial","MG;RJ;SP","BR","native","accepted",NA,NA,"species",39735
"31873","Micrurus filiformis",NA,"Micrurus filiformis (Günther, 1859)",NA,"Animalia","Chordata","Reptilia","Squamata","Elapidae","Micrurus","free_living_individual","terrestrial","AM;AP;MA;PA;RO","BR","native","accepted",NA,"Slender coralsnake, Cobra-coral-fina","species",39872
